id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
13000890,Prime Hollywood location! Walk everywhere!,57191267,Oliver,City of Los Angeles,Fairfax,34.08772,-118.34624,Entire home/apt,89,30,1,2017-03-19,0.02,1,56,0,
13001874,"Private Spa and Pool, Mid Century Modern Oasis",71684025,Eileen And Nick,Other Cities,Long Beach,33.83576,-118.17909,Entire home/apt,389,14,71,2021-10-31,1.10,1,27,7,NRP21-00136
13002922,"a pretty,neat,comfortable bedroom",71694687,Vivian,Other Cities,Pomona,34.06914,-117.73507,Private room,50,1,32,2020-01-25,0.48,1,250,0,
13003265,"Canyon Romance at the Topanga ""Birdhouse"".",71698801,Erica,Unincorporated Areas,Topanga,34.1185,-118.60897,Entire home/apt,180,1,491,2021-12-05,7.45,1,324,75,
13006334,Santa Monica One BedRoom Apt.(Garden House),28933623,Cyrus,Other Cities,Santa Monica,34.02768,-118.47871,Entire home/apt,118,30,15,2021-04-19,0.22,15,249,1,093189
13006744,"Cozy room in comfortable house. ""ZULU""",70677405,Sebastian,Other Cities,Irwindale,34.12175,-117.97422,Private room,65,3,64,2021-09-19,0.97,4,359,11,
13007228,2 Queen Beds Room at Sea Rock Inn - Los Angeles,42220,Searockinn,Other Cities,Gardena,33.9032,-118.29174,Private room,96,1,14,2021-10-30,0.53,11,361,11,
13007964,"Loft room, mountain view",277171,Dominique,City of Los Angeles,Mount Washington,34.10145,-118.22793,Private room,89,30,1,2016-05-21,0.01,1,0,0,
13011980,"Eagle's Nest Two (2) - ""must see""",32924560,Del,City of Los Angeles,Eagle Rock,34.12525,-118.22303,Entire home/apt,62,30,157,2019-10-27,2.33,2,203,0,
13013212,SUPER LUXE Resort Style DTLA,71805340,Azy,City of Los Angeles,Downtown,34.05909,-118.25099,Entire home/apt,99,30,182,2019-06-28,2.75,2,0,0,
13016213,Bright bedroom in Weho off Santa Monica Blvd,7156524,Dan,City of Los Angeles,Hollywood,34.09593,-118.35091,Private room,80,30,1,2016-07-31,0.02,1,365,0,
13019645,Vacation Spot in Santa Monica Close to the Beach,12775472,Mike,Other Cities,Santa Monica,34.02016,-118.50054,Entire home/apt,199,2,22,2021-11-14,0.38,1,7,3,215954
13019816,MC Manor,34066015,Mehry,City of Los Angeles,West Los Angeles,34.04385,-118.43113,Entire home/apt,115,3,170,2021-11-22,3.01,2,318,28,HSR21-000076
13020034,EXQUISITE  LG PENTHOUSE 2FLRS MALIBU RD BCH & LOFT,71044391,Peter,Other Cities,Malibu,34.03278,-118.72483,Entire home/apt,1749,7,23,2021-06-21,0.36,1,357,5,STR21-0075
13027661,Cozy room in a quite neighborhood,71966677,Patricia,City of Los Angeles,Encino,34.17163,-118.52071,Private room,69,30,0,,,1,180,0,
13031025,North Hollywood Creative outlet,30499146,Avner,Other Cities,Burbank,34.15985,-118.35233,Entire home/apt,75,30,0,,,1,0,0,
13031882,La Canada,35992149,Peter,Other Cities,La Canada Flintridge,34.21381,-118.20804,Private room,85,1,0,,,1,0,0,
13031958,"The Clock House in Venice, Beautiful Apt, Safe Neighborhood",72020869,Lea,City of Los Angeles,Venice,33.99615,-118.47211,Entire home/apt,216,31,204,2021-10-02,3.64,2,189,6,HSR19-003986
13032037,Centrally located hollywood apt,7093169,Sagan,City of Los Angeles,Hollywood,34.09639,-118.3438,Private room,28,30,4,2016-10-13,0.06,1,0,0,
13032846,Private Room and Bathroom in Mar Vista!,72034511,Caitlin,City of Los Angeles,Mar Vista,34.01767,-118.42396,Private room,25,35,1,2016-07-23,0.02,1,0,0,
13032893,Fully Sanitized Modern WLA Work From Home Studio,54354899,Regina,City of Los Angeles,Cheviot Hills,34.03335,-118.41107,Entire home/apt,159,5,330,2021-11-19,4.92,2,245,35,HSR19-004951
13033732,"Arcadia 亞凱迪亞學區 獨棟房子二房兩浴一廳,有廚房 洗衣間",65270143,John,Other Cities,Arcadia,34.11148,-118.01819,Entire home/apt,159,30,11,2021-07-11,0.18,1,96,2,
13040727,Private room in downtown Hollywood,44172297,Eric,City of Los Angeles,Hollywood,34.09908,-118.34153,Private room,70,30,0,,,1,0,0,
13040915,Private room,29164722,Rachel,Other Cities,Palmdale,34.62111,-118.21567,Private room,35,1,0,,,1,0,0,
13041397,Venice Beach Main St. Studio #A (1 blk to beach),72126338,Gary,City of Los Angeles,Venice,33.99443,-118.47656,Entire home/apt,96,30,69,2020-08-25,1.48,5,362,0,
13043291,HUGE 4 bedroom House NEAR BEACH,72149217,Suzy,Other Cities,Redondo Beach,33.86738,-118.36619,Private room,150,7,0,,,1,365,0,
13044564,Private Room in Spacious Townhouse,3965941,Brandon,City of Los Angeles,Valley Glen,34.17271,-118.39263,Private room,55,30,6,2017-10-28,0.09,1,0,0,
13044707,Small Room for rent!!,44868586,Adrian,Unincorporated Areas,West Carson,33.81389,-118.29103,Private room,49,2,41,2021-10-18,0.61,4,347,13,
13056946,TERRANEA 3BR OCEANFRONT CASITA Full Amenities!,41736985,Beth,Other Cities,Rancho Palos Verdes,33.73769,-118.39591,Entire home/apt,1289,3,19,2021-11-14,0.32,10,277,5,
13057032,Centrally Located Charming home in Los Angeles,29891926,Bethea,City of Los Angeles,Windsor Square,34.06283,-118.32444,Entire home/apt,350,30,8,2020-08-12,0.28,1,363,0,HSR19-005003
13058047,THE HOWLAND HOUSE: Your own house in Venice Beach!,72310743,Gabriel,City of Los Angeles,Venice,33.99318,-118.45422,Entire home/apt,500,30,130,2019-12-01,2.42,2,365,0,
13059917,NoHo Master Bedroom,293291,Ashley,City of Los Angeles,North Hollywood,34.15858,-118.37616,Private room,525,30,0,,,1,0,0,
13061864,This listing is no longer available this year 2017,72322228,Blessing,City of Los Angeles,Jefferson Park,34.02467,-118.32353,Private room,40,30,3,2018-03-17,0.04,1,365,0,
13063118,TERRANEA OCEANFRONT 1BR CASITA - RESORT AMENITIES!,41736985,Beth,Other Cities,Rancho Palos Verdes,33.73842,-118.3958,Private room,408,3,37,2021-11-19,0.55,10,295,11,
13063362,Colorful 1 BR w/ Backyard Patio & Grill,16566992,Maureen,City of Los Angeles,Del Rey,33.98957,-118.4459,Entire home/apt,79,30,86,2019-10-28,1.49,2,278,0,
13065594,Full Floor Master Suite in Private Wooded Oasis,26882871,Jeffrey,City of Los Angeles,Hollywood Hills,34.12508,-118.35205,Private room,180,30,0,,,3,0,0,HSR20-000785
13066306,Upscale Studio in the heart of Hollywood,36175495,Tiffani,City of Los Angeles,Hollywood,34.09894,-118.32694,Entire home/apt,149,30,3,2017-12-04,0.05,3,0,0,
13077148,Elegant Spanish Home,20445956,Treesa,City of Los Angeles,Fairfax,34.08654,-118.35312,Entire home/apt,129,30,24,2020-12-15,0.81,1,0,1,
13081507,"Not quiet!, 1 private bedroom, 1 private bathroom",54667591,Michael,Other Cities,Burbank,34.17154,-118.30933,Private room,45,2,126,2021-04-19,1.90,1,34,1,
13083683,Venice Beach Rooftop,62396579,D,City of Los Angeles,Venice,33.9922,-118.47438,Entire home/apt,119,730,2,2016-09-03,0.03,2,0,0,
13084086,SLICE OF PARADISE,72600325,Ericka,City of Los Angeles,North Hollywood,34.16675,-118.37882,Entire home/apt,268,30,31,2020-02-11,0.46,2,365,0,
13084627,Centrally Located Historic Hollywood Cottage,8185146,Laurie,City of Los Angeles,East Hollywood,34.07954,-118.30494,Entire home/apt,225,1,234,2021-11-15,3.48,4,321,27,HSR19-003718
13093904,Amazing Views from Artist's Flat,11637556,Erin,City of Los Angeles,Koreatown,34.06644,-118.29236,Shared room,35,30,0,,,2,0,0,
13094235,Redondo Beach Traveller's Room,71187698,Jerry,Other Cities,Redondo Beach,33.8868,-118.37318,Private room,75,1,1,2016-05-24,0.01,1,0,0,
13096049,"Best location home in the central of LA,",47764863,Harbor,Other Cities,Santa Fe Springs,33.9397,-118.06716,Private room,55,5,15,2021-11-12,0.22,2,60,1,
13096980,206F Private 1bd/1ba on 2nd St. & California Ave.,58360256,Shayma,Other Cities,Santa Monica,34.01829,-118.5009,Entire home/apt,91,31,4,2021-07-31,0.09,20,61,2,
13097782,1109F Quiet Corner Studio on 2nd & California,58360256,Shayma,Other Cities,Santa Monica,34.01964,-118.50252,Entire home/apt,85,31,4,2021-10-26,0.08,20,2,1,
13098703,"Great View, Spacious and Fantastic Area!",72756235,Judy,City of Los Angeles,Hollywood,34.10281,-118.34491,Private room,120,30,1,2017-01-02,0.02,1,0,0,
13099488,Modern Hollywood Dream.  642,7512393,Stephan,City of Los Angeles,Larchmont,34.08349,-118.31949,Entire home/apt,163,31,137,2021-08-21,2.07,4,219,2,
13099545,Beverly Hills! Rodeo Drive here I come!,7512393,Stephan,Other Cities,Beverly Hills,34.06745,-118.39462,Entire home/apt,250,31,55,2020-01-10,0.89,4,230,0,
13100136,Master bedroom with private bath,64849869,Cher,Other Cities,Pomona,34.02849,-117.76665,Private room,33,90,0,,,6,0,0,
13100148,Nice neighborhood,64849869,Cher,Other Cities,Pomona,34.02897,-117.76223,Private room,23,60,3,2018-12-29,0.06,6,106,0,
13100572,Brentwood. Master Bed. High Ceilings. Roof Deck.,72784450,Christopher,City of Los Angeles,Brentwood,34.05026,-118.4679,Private room,51,30,0,,,1,0,0,
13103375,Hollywood Hills Studio-Fashion Stylist's Exclusive,56660611,Shay,City of Los Angeles,Hollywood Hills,34.12915,-118.35965,Entire home/apt,175,30,60,2021-05-30,0.92,2,139,3,Exempt - This listing is a bed and breakfast
13114164,Heart of Los Feliz - Free Bottle of Wine!!,49714044,Bruno,City of Los Angeles,Los Feliz,34.10793,-118.29032,Entire home/apt,115,30,53,2019-05-18,1.65,1,0,0,
13114694,elegant resort with a good price,57451090,Omar,City of Los Angeles,Westlake,34.05932,-118.25862,Entire home/apt,130,30,2,2016-08-02,0.03,1,0,0,
13115186,Designer Guesthouse with Pool and Private Patio,8143165,Joanne,City of Los Angeles,Studio City,34.147565266715574,-118.4022152884653,Entire home/apt,150,28,116,2020-09-03,1.74,2,52,0,HSR19-000958
13116418,Private Two Bedroom in Beverly Hills,47900003,Patricia,City of Los Angeles,Pico-Robertson,34.05268,-118.39353,Entire home/apt,126,30,32,2017-09-16,0.56,1,0,0,
13116832,Silverlake Sanctuary!!,1386914,Oriel,City of Los Angeles,Silver Lake,34.10758,-118.2662,Private room,50,30,11,2017-09-30,0.19,1,0,0,Exempt - This listing is a transient occupancy residential structure
13117706,Beautiful 2BD/2BA Home in Faircrest Heights L.A.,72975751,Julio,City of Los Angeles,Mid-City,34.04635,-118.37303,Entire home/apt,197,30,149,2020-03-29,2.81,1,75,0,
13117863,Close to beach,72976234,Clarice,Other Cities,Redondo Beach,33.85978,-118.3605,Private room,89,30,0,,,1,89,0,
13118084,BEL AIR MAJESTIC,1150474,Paolo,City of Los Angeles,Bel-Air,34.08623,-118.4582,Entire home/apt,400,30,0,,,1,0,0,
13118562,Stanford Ave,67633875,Jacob,City of Los Angeles,South Park,34.00185,-118.26426,Entire home/apt,560,30,0,,,1,365,0,
13125786,Private room with private bathroom,73059826,Shaunte,Other Cities,Burbank,34.16872,-118.30591,Private room,50,1,0,,,1,0,0,
13127338,Single Room *Limited Availability,73076682,Daniel,Unincorporated Areas,Rancho Dominguez,33.85484,-118.22523,Private room,70,1,2,2016-05-23,0.03,1,0,0,
13128488,Master Bedroom & Private Bath in Culver City home,73093748,Josh & Jade,City of Los Angeles,Del Rey,33.99667,-118.41546,Private room,60,30,11,2016-12-22,0.17,2,0,0,
13128594,Stunning house w/ rooftop deck in Culver City,6195754,Rebecca,Other Cities,Culver City,34.01908,-118.3908,Entire home/apt,450,3,14,2021-07-26,0.21,1,0,2,
13128598,Live At The Sherman Oaks Galleria(Mall),73095232,Cj,City of Los Angeles,Sherman Oaks,34.15775,-118.46763,Private room,80,30,2,2016-10-23,0.03,1,364,0,
13128685,Private room in Culver City,73093748,Josh & Jade,City of Los Angeles,Del Rey,33.99596,-118.41674,Private room,49,30,23,2016-11-01,0.36,2,0,0,
13129577,JoyHouse8 Mountain Retreat - Master Bedroom,11789691,Kaalomai,Unincorporated Areas,Topanga,34.14446,-118.60743,Private room,72,5,3,2019-03-09,0.05,3,0,0,
13135771,Great location. Great Apartment,51735376,Danielle,City of Los Angeles,Hollywood Hills,34.1086,-118.32063,Entire home/apt,80,30,10,2018-07-31,0.17,1,0,0,
13137070,Great Santa Monica Location! 6 Blocks to beach.,68672147,Jason,Other Cities,Santa Monica,34.0164,-118.49071,Entire home/apt,95,31,13,2020-12-04,0.28,18,0,0,
13139364,Large and Spacious Master Bedroom,954081,Leslie,City of Los Angeles,Van Nuys,34.20245,-118.46238,Private room,50,30,0,,,1,0,0,
13140739,Sunny Bedroom in Stunning Highland Park Rancher,3907382,Brett,City of Los Angeles,Mount Washington,34.10665,-118.20478,Private room,59,120,15,2021-10-02,0.23,1,178,1,HSR19-002260
13141023,Victorian Beauty 3 BR+LA Harbor Walks & Hot Tub,1497645,Roxanne,City of Los Angeles,San Pedro,33.72951,-118.28442,Entire home/apt,275,3,167,2021-12-05,2.66,1,140,48,HSR19-001353
13141473,The Tranquil Perch,18944307,Alisha,City of Los Angeles,Playa del Rey,33.95573,-118.44344,Entire home/apt,200,30,102,2021-10-23,1.53,1,30,13,HSR21-000176
13141875,Studio City Home With a Pool,63091226,Oleg,City of Los Angeles,Studio City,34.14295,-118.37977,Entire home/apt,550,14,3,2021-08-20,0.05,1,103,1,HSR19-005560
13147304,Beautiful 1bd on the Beach in Lovely Playa del Rey,73326371,Shimon,City of Los Angeles,Playa del Rey,33.96185,-118.45449,Entire home/apt,145,30,78,2021-12-01,1.16,2,365,1,
13152226,Resort Living-Ocean View-Steps From The Sand!,7114846,Jan,Other Cities,Redondo Beach,33.83894,-118.38997,Entire home/apt,139,60,12,2021-09-01,0.20,1,75,1,
13152923,Beautiful Colonial Home Central to Everything,33419187,Stacy,Unincorporated Areas,View Park-Windsor Hills,33.98389,-118.35665,Entire home/apt,156,21,5,2017-07-02,0.08,1,0,0,
13154541,In the Heart of Santa Monica,73415937,Lori,Other Cities,Santa Monica,34.02787,-118.48209,Private room,106,5,115,2021-11-13,2.24,1,76,9,228392
13154696,Luxury Apt. -- Walking 5 mins to Convention Center,73124050,Crystal,Other Cities,Long Beach,33.76714,-118.18843,Entire home/apt,178,2,78,2018-08-09,1.21,1,0,0,
13155177,Beautiful Spanish 2-Bedroom - Hollywood,73425591,FredXinlin,City of Los Angeles,East Hollywood,34.08002,-118.3047,Entire home/apt,135,31,191,2021-12-04,2.89,4,128,4,
13156197,1/1 Walk to UCLA! Westwood Vacation Home w Parking,47591846,Grandpre Hospitality,City of Los Angeles,Westwood,34.06303,-118.45028,Entire home/apt,199,30,188,2021-10-24,2.87,2,79,20,HSR21-001090
13156580,Wonderful townhome in the middle of Culver City,32972321,Andrew,Other Cities,Culver City,34.00427,-118.39166,Entire home/apt,130,7,8,2019-01-02,0.20,1,0,0,
13156760,Two Bedrooms in Gorgeous Caltech Area - Pasadena,19663623,Fiona,Unincorporated Areas,San Pasqual,34.13955,-118.10861,Private room,155,3,2,2020-01-02,0.03,4,112,0,
13156996,Shabby / Chic beach access Townhouse,70979057,Amora,Other Cities,Malibu,34.02458,-118.79057,Entire home/apt,475,30,2,2016-12-23,0.03,1,364,0,
13157510,Fully Renovated One Bedroom Apt,4913777,Alexa,Other Cities,El Segundo,33.92737,-118.42056,Entire home/apt,250,1,1,2016-05-28,0.01,1,0,0,
13167367,Private “Bachelor” type studio,60997230,Gary,City of Los Angeles,West Los Angeles,34.03795,-118.43494,Private room,65,30,0,,,1,0,0,
13168316,$4.5M Modern Jetliner City Views New Construction,41117522,Ted,City of Los Angeles,Hollywood Hills West,34.10785,-118.37448,Entire home/apt,1250,1,254,2021-12-01,5.55,2,327,50,HSR19-002724
13171546,Private Lush Escape Close To Beach,24882653,Ashley,Other Cities,Santa Monica,34.01176,-118.48241,Entire home/apt,145,2,171,2019-03-12,2.68,1,0,0,220585
13171559,Stunning Bungalow in the heart of West Hollywood,3201353,Assia,Other Cities,West Hollywood,34.09615,-118.3624,Entire home/apt,150,28,0,,,1,0,0,
13172582,Perfect LA Getaway! Charming Cottage-West LA/SM,6949790,Simin,City of Los Angeles,Sawtelle,34.03198,-118.44908,Entire home/apt,165,1,114,2021-12-02,1.69,1,288,24,HSR20-001423
13173116,Clean apartment in West LA ( Near UCLA),33750867,Janaki,City of Los Angeles,Westwood,34.06717,-118.45468,Entire home/apt,75,30,5,2016-08-13,0.08,1,0,0,
13175834,Sunny Studio Apartment in Mid-City LA,63619486,Kate,City of Los Angeles,Arlington Heights,34.0515,-118.3188,Entire home/apt,85,30,80,2021-09-20,2.52,1,72,4,
13175927,Family getaway home,73666973,Brian,Other Cities,Burbank,34.17958,-118.29651,Entire home/apt,175,1,4,2018-09-03,0.08,1,0,0,
13189124,Great resting place in inner city.,63733361,Rick,City of Los Angeles,Historic South-Central,34.01299,-118.27194,Private room,39,30,199,2021-12-05,3.04,1,148,2,
13191167,House 15 minutes from the beach(3 miles),23728521,Miki,Other Cities,Lawndale,33.87551,-118.35357,Entire home/apt,175,2,1,2016-07-26,0.02,1,0,0,
13191347,Beautiful Beverlywood Oasis,73823188,Chelsea,City of Los Angeles,Mid-City,34.0385,-118.38493,Entire home/apt,80,31,0,,,1,0,0,
13191653,Nice Room in Rustic Brick House in Culver City,17379496,Robert,Other Cities,Culver City,34.01461,-118.39286,Private room,37,1,537,2021-11-22,7.98,3,318,71,
13191953,1br/1b N. Hollywood Arts district getaway cheap,73840736,Tony,City of Los Angeles,Toluca Lake,34.15305,-118.36686,Private room,70,30,3,2021-09-09,0.05,2,338,1,Exempt - This listing is a transient occupancy residential structure
13192182,Sunset Junction Silverlake Hideaway - Los Angeles,11561385,Blake,City of Los Angeles,Silver Lake,34.08884,-118.28299,Entire home/apt,340,3,65,2021-11-21,0.98,1,61,30,HSR19-003351
13193150,CENTRAL KOREATOWN - Entire APT,5250652,Anni,City of Los Angeles,Koreatown,34.05958,-118.30916,Entire home/apt,45,30,0,,,1,0,0,
13193500,"Beverly Hills Italian Villa, Minutes from Rodeo Dr",73867493,Denise,City of Los Angeles,Beverly Crest,34.12603,-118.43503,Entire home/apt,1800,30,0,,,1,180,0,
13208869,Comfortable room,13869776,Manju,Other Cities,Cerritos,33.87445,-118.07015,Private room,74,1,31,2020-03-08,0.46,1,281,0,
13209180,"Bright, cozy room in West Hollywood",17132566,Aldo,City of Los Angeles,Fairfax,34.08165,-118.35772,Private room,70,30,0,,,1,0,0,
13211620,"Pvt Bedroom, grt location, parking, High ceilings!",16399943,Allyson,City of Los Angeles,Brentwood,34.05623,-118.46754,Private room,55,30,29,2019-11-20,0.43,2,356,0,
13217036,One bedroom charmer,53182511,Amy,City of Los Angeles,Hollywood,34.08384,-118.31944,Entire home/apt,75,30,0,,,1,0,0,
13222026,Maison Lauren Nicole - DTLA Private Loft Getaway,74184394,Lauren,City of Los Angeles,Downtown,34.04611,-118.25223,Entire home/apt,159,30,4,2016-11-20,0.06,1,0,0,
13222537,House On The Hill,13304615,Andrew,City of Los Angeles,Echo Park,34.06901,-118.24993,Entire home/apt,237,30,15,2018-01-01,0.27,5,0,0,
13222957,Silver Lake House & Garden,10510640,Doan & Phil,City of Los Angeles,Silver Lake,34.08493,-118.2694,Entire home/apt,180,30,7,2017-07-31,0.11,2,0,0,HSR19-004112
13223695,Albers Estate-Lavish SaltWater Pool,74205186,Johnny,City of Los Angeles,Sherman Oaks,34.16887,-118.43559,Entire home/apt,560,3,205,2021-11-28,5.06,1,170,33,HSR19-003213
13226158,LA style private bedroom,24497969,Guilherme,City of Los Angeles,Palms,34.02297,-118.42505,Private room,42,30,2,2016-09-13,0.03,1,0,0,
13226652,Beverly Hills,763777,Ohoud,Other Cities,Beverly Hills,34.07242,-118.40038,Entire home/apt,250,30,1,2016-08-22,0.02,1,359,0,
13237298,725-7 Spacious Apartment North of Montana Ave.,58360256,Shayma,Other Cities,Santa Monica,34.02633,-118.50258,Entire home/apt,101,31,3,2021-09-20,0.35,20,57,3,
13239241,Adorable Studio in trendy beachside neighborhood,605171,Heidi,Other Cities,Long Beach,33.76531,-118.14968,Entire home/apt,125,2,44,2019-01-21,0.73,1,0,0,
13246297,Beautiful private room in West Hollywood,14488258,Sam,City of Los Angeles,Fairfax,34.07873,-118.35883,Private room,45,30,2,2016-06-18,0.05,1,0,0,
13246871,1 bedroom beach pad with parking-M23,25326961,Alba & Mike,City of Los Angeles,Venice,33.98809,-118.46977,Entire home/apt,99,31,14,2021-11-14,0.27,54,339,4,
13247463,Beautiful 3 bedroom Topanga Home,4462379,Francesca,Unincorporated Areas,Topanga,34.10261,-118.59023,Entire home/apt,115,14,0,,,2,0,0,
13248326,"LOS FELIZ - Good Vibes, Comfy and Clean- 1 Bedroom",55931461,Rachael,City of Los Angeles,Los Feliz,34.11133,-118.27412,Entire home/apt,99,30,2,2017-04-24,0.03,1,0,0,
13248429,Private Bedroom,47991695,Jean,Unincorporated Areas,Hacienda Heights,33.99984,-117.95811,Private room,50,1,1,2016-11-08,0.02,1,0,0,
13248631,Roomy and Well-Located Private Bedroom and Bath,53597020,Brendan,City of Los Angeles,Sawtelle,34.0459,-118.45735,Private room,40,30,1,2016-06-08,0.01,1,0,0,
13248824,Beverly Hills Chic Designer Pad,19599496,George,Other Cities,Beverly Hills,34.06374,-118.3811,Entire home/apt,252,30,2,2017-08-16,0.03,1,0,0,
13249219,You can walk to the Beach!!!,19195450,Todd,Other Cities,Santa Monica,34.00422,-118.47963,Private room,135,3,58,2021-10-17,0.88,1,9,6,228116
13249560,Beautiful Toluca Lake guest house,18256764,John,Other Cities,Burbank,34.14953,-118.34612,Entire home/apt,199,5,73,2021-05-31,1.11,1,310,12,
13249619,Grand Canal Studio,74471954,Steve,City of Los Angeles,Venice,33.98371,-118.4691,Entire home/apt,165,4,187,2021-12-05,4.44,1,39,29,HSR19-000128
13250341,Hermitage Bungalow,70266572,Ana,City of Los Angeles,Valley Village,34.16747,-118.40132,Entire home/apt,92,30,16,2020-11-03,0.24,2,32,0,
13250579,Hip Hollywood Room,26502427,Rob,City of Los Angeles,Hollywood,34.08542,-118.31367,Private room,70,30,26,2019-06-25,0.62,1,299,0,
13251070,Convenient Walkable Minimalist Bungalow w/ Parking,51076156,Debbie,City of Los Angeles,Echo Park,34.07738,-118.25737,Entire home/apt,129,30,288,2021-11-22,4.34,2,271,53,HSR20-000146
13252299,"安静，隐私房间Quiet, Large Room with King Side Bed",74546752,Leo,Unincorporated Areas,East San Gabriel,34.12675,-118.07045,Private room,56,1,0,,,1,0,0,
13252358,BEAUTIFUL TOWNHOUSE IN LOS ANGELES !!!,1363780,Deborah,City of Los Angeles,Mid-Wilshire,34.05024,-118.34506,Entire home/apt,161,30,57,2021-04-01,1.51,2,269,2,HSR20-259029
13253745,Apartment next to UCLA/Westwood downtown,74563393,Patrick,Unincorporated Areas,Veterans Administration,34.06492,-118.45421,Private room,55,30,8,2016-08-07,0.12,1,0,0,
13262381,Affordable Housing Near USC w/ free breakfast,2682536,Anderson,City of Los Angeles,Exposition Park,34.0199,-118.3147,Shared room,45,30,22,2018-03-05,0.33,15,89,0,
13265608,"Echo Park Hills, Light &  Bright Studio",74710837,Jeff,City of Los Angeles,Echo Park,34.08777,-118.24804,Entire home/apt,99,2,209,2021-11-14,3.24,1,62,26,HSR19-000623
13266485,"Pasadena Guest House, with Pool",69134938,Karen & Mel,Unincorporated Areas,Altadena,34.17276,-118.10972,Entire home/apt,119,10,114,2021-11-12,1.77,1,149,12,
13267036,"Beautiful, Peaceful Oasis Close to the Heart of LA",74727578,Christine,Other Cities,Glendale,34.15714,-118.23653,Entire home/apt,95,3,18,2018-03-01,0.28,1,0,0,
13267681,#3 Quiet cozy room in LA near Pasadena_Right side,41186992,Muse,Other Cities,Monrovia,34.14517,-118.0164,Private room,42,30,51,2021-06-30,0.77,3,291,1,
13276066,Beautiful room attached bathroom,63186858,Toktam,City of Los Angeles,Westwood,34.05185,-118.44386,Private room,71,30,35,2020-03-13,0.53,2,364,2,
13278748,Newly Remodeled Wonderful 4Bd House in Studio City,74851739,Carly,City of Los Angeles,Studio City,34.15503,-118.40909,Entire home/apt,325,30,64,2021-11-27,0.98,1,195,10,HSR19-001972
13278776,Spacious One Bedroom,7046629,Abubaker,City of Los Angeles,Koreatown,34.06737,-118.29504,Private room,120,30,0,,,2,0,0,
13280241,StayInLA | Private Rental 2C,969636,Matthew,City of Los Angeles,Fairfax,34.08519,-118.35123,Entire home/apt,80,30,32,2021-06-27,0.93,9,282,4,
13283034,北方之家豪华主卧,74913631,Marco,Unincorporated Areas,East San Gabriel,34.10473,-118.08888,Private room,89,1,4,2016-12-26,0.06,2,0,0,
13283409,北方之家套房B,74913631,Marco,Other Cities,San Gabriel,34.10528,-118.09111,Private room,59,1,1,2016-07-28,0.02,2,0,0,
13296075,1 Bedroom Resort Style Suite!,75051045,Diana,City of Los Angeles,Westlake,34.05088,-118.26519,Entire home/apt,87,30,2,2016-06-15,0.03,1,0,0,
13296286,Monthly rental-1BRM SantaMonica/Brentwood nearUCLA,51010644,Monica,City of Los Angeles,Sawtelle,34.04471,-118.46513,Entire home/apt,162,31,65,2019-09-22,1.09,12,176,0,
13296912,"Modern 1 bedroom, W. Hollywood Hills/Sunset Plaza",75065025,Allison,City of Los Angeles,Hollywood Hills West,34.10148,-118.38096,Private room,96,30,5,2017-07-11,0.08,1,363,0,
13297144,The Gardens,75067331,Ed,Other Cities,Rancho Palos Verdes,33.75944,-118.30828,Private room,89,1,4,2016-07-31,0.06,1,0,0,
13297815,Bedroom in a Home away from home,74213010,Gloria,City of Los Angeles,Sherman Oaks,34.15326,-118.4457,Private room,70,30,1,2016-06-14,0.01,1,0,0,
13297884,Comfortable downstairs room Tempur-pedic bed #1,75075140,Tony & Angie,Unincorporated Areas,Castaic,34.48428,-118.63477,Private room,65,2,131,2021-11-07,2.01,3,349,9,
13298008,"Villa LA, a Sanctuary in West Hollywood",75077006,Mehrdad,Other Cities,West Hollywood,34.08777,-118.35901,Entire home/apt,206,30,92,2019-11-22,1.44,1,298,2,
13298163,3 bedroom Modern Home,75078863,John,Other Cities,Gardena,33.87727,-118.30253,Entire home/apt,143,4,50,2021-11-26,1.09,1,196,8,
13298746,Cozy & Quiet Bachelor Style Pasadena Apartment,27118065,Anna,Other Cities,Pasadena,34.14583,-118.12402,Entire home/apt,46,1,1,2016-06-20,0.02,1,0,0,
13299398,Private Entrance House,46988305,Wilson,Other Cities,Pomona,34.04305,-117.75042,Entire home/apt,123,1,99,2020-10-30,1.48,1,159,0,
13299845,Quite room with a spectacular view,75101437,Batia,City of Los Angeles,Woodland Hills,34.18171,-118.66092,Private room,87,30,2,2017-06-17,0.04,1,364,0,
13300660,1 block to Beach - MODERN beach getaway,75111208,Sam,City of Los Angeles,Venice,33.99382,-118.47907,Entire home/apt,139,30,276,2021-09-01,4.87,1,285,4,
13301229,Gorgeous Living,25953178,Christel,Other Cities,Hermosa Beach,33.85801,-118.39733,Entire home/apt,571,30,0,,,2,26,0,
13301313,Private Room & Private Bath. Los Angeles/Tarzana,61720332,Amin,City of Los Angeles,Tarzana,34.18567,-118.53129,Private room,79,5,52,2021-11-26,0.78,3,135,2,HSR21-001913
13301432,Simple and Minimal Apartment,490246,Benjamin,City of Los Angeles,Westlake,34.06451,-118.2694,Entire home/apt,69,30,1,2016-06-13,0.01,1,0,0,
13301861,Runyon Canyon / Hollywood Strip,33622349,Dylan,City of Los Angeles,Hollywood Hills West,34.10427,-118.35049,Private room,99,30,1,2016-11-20,0.02,1,0,0,
